,address_shop,name_shop,rating_shop,lat_shop,lng_shop,supermarket_brand
215,"Bahnhofstrasse 57, 8001 Zürich, Switzerland",Coop Supermarkt City Zürich St. Annahof Food,4.3,47.37295719999999,8.537843400000002,Coop
216,"Löwenstrasse 7, 8001 Zürich, Switzerland",Coop Pronto Shop,4.1,47.3733679,8.534488,Coop
217,"Zollstrasse 42, 8005 Zürich, Switzerland",Coop Supermarkt Zürich Zollstrasse,4.2,47.3805215,8.534859800000001,Coop
218,"Universitätstrasse 73, 8006 Zürich, Switzerland",Coop Supermarkt Zürich Universitätstrasse,3.9,47.38252139999999,8.547810499999999,Coop
219,"Seefeldstrasse 35, 8008 Zürich, Switzerland",Coop Supermarkt Zürich Brotgasse,4.1,47.36317460000001,8.5499358,Coop
220,"Hohlstrasse 35, 8004 Zürich, Switzerland",Coop Supermarkt Zürich Hohlstrasse,4.0,47.3771023,8.5265009,Coop
221,"Forchstrasse 4, 8008 Zürich, Switzerland",Coop Supermarkt Zürich Kreuzplatz,3.9,47.364449900000004,8.5548427,Coop
222,"Badenerstrasse 44, 8004 Zürich, Switzerland",Coop Pronto Shop,4.1,47.373560600000005,8.5280957,Coop
223,"Universitätstrasse 101, 8006 Zürich, Switzerland",Coop Supermarkt Zürich Rigiplatz,3.8,47.383957099999996,8.5480634,Coop
224,"Löwenstrasse 9, 8001 Zürich, Switzerland",Coop Pronto Shop – Zürich Löwenstrasse,3.9,47.3733847,8.534583300000001,Coop
225,"Tessinerpl. 3, 8002 Zürich, Switzerland",Coop Pronto Shop,4.2,47.364414200000006,8.5322192,Coop
226,"Birmensdorferstrasse 200, 8003 Zürich, Switzerland",Coop Supermarkt Zürich Wiedikon,4.3,47.370795799999996,8.5160521,Coop
227,"Badenerstrasse 244, 8004 Zürich, Switzerland",Coop Supermarkt Zürich Lochergut,4.2,47.3757341,8.5173337,Coop
228,"Röntgenstrasse 48, 8005 Zürich, Switzerland",Coop Supermarkt Zürich Josefstrasse,4.0,47.3847527,8.527192099999999,Coop
229,"Maagpl. 1, 8005 Zürich, Switzerland",Coop Supermarkt Zürich Maagplatz,4.1,47.38597539999999,8.5161538,Coop
230,"Birmensdorferstrasse 55, 8004 Zürich, Switzerland",Coop Pronto Shop,4.1,47.3713635,8.5251356,Coop
231,"Badenerstrasse 120, 8004 Zürich, Switzerland",Coop Pronto Shop,4.1,47.374424,8.5237379,Coop
232,"Giessereistrasse 18, 8005 Zürich, Switzerland",Coop Supermarkt Zürich Puls 5,4.1,47.3908033,8.5178652,Coop
233,"Pfingstweidstrasse 106, 8005 Zürich, Switzerland",Coop Supermarkt Zürich Hard Turm Park,4.1,47.391116100000005,8.508011400000001,Coop
234,"Maschinenstrasse 10, 8005 Zürich, Switzerland",Coop Supermarkt Pfingstweidstrasse Prime 2,4.5,47.387401000000004,8.517362,Coop
235,"Hardstrasse 221, 8005 Zürich, Switzerland",Coop Pronto Shop,4.0,47.386452,8.5177126,Coop
236,"Baslerstrasse 50, 8066 Zürich, Switzerland",Coop Supermarkt Zürich Letzipark,4.2,47.3859855,8.499333,Coop
237,"Neugasse 50, 8005 Zürich, Switzerland",Coop ToGo Zürich Neugasse,4.0,47.382748299999996,8.5296886,Coop
238,"Klosbachstrasse 104, 8032 Zürich, Switzerland",Coop Supermarkt Zürich Römerhof,4.0,47.3678286,8.5608793,Coop
239,"Witikonerstrasse 15, 8032 Zürich, Switzerland",Coop Pronto Shop,4.4,47.3639816,8.5670317,Coop
240,"Alte Kalchbühlstrasse 15, 8038 Zürich, Switzerland",Coop Supermarkt Zürich Wollishofen,4.3,47.3399252,8.530756499999999,Coop
241,"Seestrasse 339, 8038 Zürich, Switzerland",Coop Supermarkt Zürich Wollishofen Seestr.,4.1,47.347195899999996,8.533142800000002,Coop
242,"Leimbachstrasse 200, 8041 Zürich, Switzerland",Coop Supermarkt Zürich Leimbach,4.2,47.32622979999999,8.5143129,Coop
243,"Friesenbergpl. 3, 8045 Zürich, Switzerland",Coop Supermarkt Zürich Zentrum Friesenberg,3.9,47.36092070000001,8.5068197,Coop
244,"Zürichstrasse 114, 8134 Adliswil, Switzerland",Coop Pronto Shop mit Tankstelle,4.1,47.327599,8.52998,Coop
245,"Zürichbergstrasse 75, 8044 Zürich, Switzerland",Coop Supermarkt Zürich Fluntern,3.9,47.376389200000006,8.559660299999999,Coop
246,"Wehntalerstrasse 549, 8046 Zürich, Switzerland",Coop Supermarkt Zürich Wehntalerstrasse,4.0,47.418887100000006,8.505592300000002,Coop
247,"Mühlackerstrasse 199, 8046 Zürich, Switzerland",Coop Supermarkt Zürich Mühlackerstrasse,4.2,47.4255113,8.4969846,Coop
248,"In der Ey 85, 8047 Zürich, Switzerland",Coop Supermarkt Zürich Triemli,4.2,47.370577000000004,8.4921401,Coop
249,"Albisriederstrasse 334, 8047 Zürich, Switzerland",Coop Supermarkt Zürich A-Park,4.0,47.3761878,8.4870906,Coop
250,"Gutstrasse 159, 8047 Zürich, Switzerland",Coop Supermarkt Zürich Gutstrasse,3.9,47.37366309999999,8.502381199999999,Coop
251,"Badenerstrasse 575, 8048 Zürich, Switzerland",Coop Pronto Shop,4.4,47.38463170000001,8.495802000000001,Coop
252,"Badenerstrasse 650, 8048 Zürich, Switzerland",Coop Supermarkt Zürich Altstetten,4.0,47.3875672,8.489013499999999,Coop
253,"Lindenpl. 6, 8048 Zürich, Switzerland",Coop Supermarkt Zürich Lindenplatz,4.0,47.3876386,8.4853846,Coop
254,"Vulkanpl., 8048 Zürich, Switzerland",Coop Supermarkt Zürich Westlink,4.1,47.3921018,8.490131300000002,Coop
255,"Am Suteracher 14, 8048 Zürich, Switzerland",Coop Supermarkt Zürich Suteracher,4.1,47.389955,8.472095199999998,Coop
256,"Hohlstrasse 560, 8048 Zürich, Switzerland",Coop Pronto Shop,4.1,47.3909986,8.489169,Coop
257,"Vulkanstrasse 108, 8048 Zürich, Switzerland",Coop Supermarkt Zürich Vulkanstrasse,4.2,47.39354960000001,8.483847599999999,Coop
258,"Hohlstrasse 461, 8048 Zürich, Switzerland",Coop,4.2,47.3872813,8.4984865,Coop
259,"Badenerstrasse 812, 8048 Zürich, Switzerland",Coop Pronto Shop,4.1,47.393316399999996,8.474460500000001,Coop
260,"Regensdorferstrasse 9, 8049 Zürich, Switzerland",Coop Supermarkt Zürich Hönggermarkt,4.2,47.4026805,8.4983802,Coop
261,"Wolfgang-Pauli-Strasse 14, 8049 Zürich, Switzerland",Coop Supermarkt Zürich ETH Hönggerberg,3.9,47.4083915,8.507961,Coop
262,"Rütihofstrasse 15, 8049 Zürich, Switzerland",Coop Supermarkt Zürich Rütihof,3.7,47.4137347,8.4796167,Coop
263,"Frankentalerstrasse 20, 8049 Zürich, Switzerland",Coop Supermarket,4.3,47.4058702,8.4814171,Coop
264,"Am Wasser 146, 8049 Zürich, Switzerland",Coop Pronto Shop mit Tankstelle,4.2,47.399702000000005,8.4972645,Coop
265,"Auguste-Piccard-Hof, 8049 Zürich, Switzerland",Coop Verkaufsautomat ETH Hönggerberg,4.0,47.408580900000004,8.5082551,Coop
266,"Sophie-Taeuber-Strasse 4, 8050 Zürich, Switzerland",Coop Supermarkt Zürich Eleven,4.3,47.4131828,8.5406746,Coop
267,"Schwamendingenstrasse 39, 8050 Zürich, Switzerland",Coop Supermarkt Zürich Dorflinde,4.0,47.4076154,8.549924299999999,Coop
268,"Hofwiesenstrasse 369, 8050 Zürich, Switzerland",Coop Pronto Shop,4.0,47.4112509,8.543221299999999,Coop
269,"Wallisellenstrasse 333, 8050 Zürich, Switzerland",Coop Supermarkt Zürich Precisa,4.0,47.4113768,8.562585,Coop
270,"Wallisellenstrasse 1, 8050 Zürich, Switzerland",Coop City Zürich Oerlikon Food,4.2,47.41037910000001,8.5466882,Coop
271,"Andreasstrasse 5, 8050 Zürich, Switzerland",Coop Supermarkt Zürich Andreasturm,4.3,47.41290499999999,8.5473555,Coop
272,"Thurgauerstrasse 36, 8050 Zürich, Switzerland",Coop Pronto Shop,4.2,47.4138904,8.5514837,Coop
273,"Dübendorfstrasse 447, 8051 Zürich, Switzerland",Coop Pronto Shop,4.1,47.3972115,8.5963125,Coop
274,"Schwellistrasse 69, 8052 Zürich, Switzerland",Coop Supermarkt Zürich Schwellistrasse,4.2,47.4248948,8.537753599999998,Coop
275,"Zürcherstrasse 1, 8142 Uitikon, Switzerland",Coop Supermarkt Uitikon Waldegg,4.4,47.3676719,8.461705199999999,Coop
276,"Milchbuckstrasse 1/5, 8057 Zürich, Switzerland",Coop Supermarkt Zürich Milchbuck,3.8,47.3954544,8.540429699999999,Coop
